coauthor,_freq
Robert W Tuthill,1
Robert W Vishny,79
Robert W Wassmer,2
Robert W Williams,1
Robert Wade,1
Robert Walker,2
Robert Ward Vishny,2
Robert Wayne Gregory,1
Robert Weber,2
Robert Wellington Campbell,1
Robert West,1
Robert Whitelaw,1
Robert Wilhelmi,2
Robert William Davies,1
Robert Willig,3
Robert Wilson,13
Robert Windle,1
Robert Witt,6
Robert Y Choi,1
Robert Yearout,1
Robert Z Lawrence,5
Robert Zavala,1
Robert Zeithammer,1
Robert Ã–stling,6
Robert-Vincent Joule,3
RobertJ Barro,2
Roberta B Ness,1
Roberta Colavecchio,1
Roberta De Filippis,6
Roberta Dessi,20
Roberta DessÃ­,11
Roberta DessÄ±,1
Roberta Gatti,9
Roberta K Lee,1
Roberta L Rudnick,10
Roberta Piermartini,2
Roberta Rabellotti,2
Roberta V Gerpacio,7
Roberta Ziparo,2
Robertas Zubrickas,1
Roberto A De Santis,1
Roberto A Weber,65
Roberto Abusada-Salah,1
Roberto Benencia,1
Roberto BerrÃ­os,1
Roberto Billi,6
Roberto Bonfatti,3
Roberto Burguet,15
Roberto Burguet Verde,1
Roberto Camagni,1
Roberto Cardarelli,4
Roberto Carneiro,2
Roberto Casarin,1
Roberto Castro,2
Roberto Cellini,3
Roberto Cominetti,1
Roberto Crotti,2
Roberto D Pascual-Marqui,1
Roberto E Wessels,3
Roberto Fanfani,1
Roberto Fontana,3
Roberto Frenkel,1
Roberto Fuentes,3
Roberto Galbiati,2
Roberto Gargarella,1
Roberto Guerrero CompeÃ¡n,1
Roberto I Oliveira,1
Roberto Imbuzeiro Oliveira,2
Roberto Ippolito,1
Roberto M Billi,12
Roberto M Samaniego,2
Roberto Macedo,1
Roberto Marchionatti,2
Roberto Matto,1
Roberto Mosquera,1
Roberto Motto,13
Roberto Pancrazi,13
Roberto Pascual,27
Roberto Perli,6
Roberto Perotti,63
Roberto Perottiz,1
Roberto Pinheiro,2
Roberto Ramos,5
Roberto Ramos Magdaleno,1
Roberto Rezende Rocha,1
Roberto Rigobon,10
Roberto RigobÃ³n,1
Roberto Roson,1
Roberto Ruozi,1
Roberto S Mariano,2
Roberto Scazzieri,2
Roberto Serrano,15
Roberto Simonetti,1
Roberto Steiner,7
Roberto Steiner Sampedro,1
Roberto Steri,3
Roberto Tamborini,3
Roberto Veneziani,2
Roberto Venturini,1
Roberto Weber,17
Roberton C,1
Roberton C Williams,9
Roberton C Williams III,35
Roberton C Williams Iii,2
Roberton Williams,2
Roberts C Evans,1
Robertâ€Vincent Joule,1
Robin A Cardamore,1
Robin A Naylor,29
Robin A Schoen,1
Robin Allen,3
Robin Andrew Naylor,4
Robin Audy,1
Robin Boadway,3
Robin Brooks,10
Robin Burgess,154
Robin C May,3
Robin C Sickles,10
Robin C Vanderpool,1
Robin C Winkler,10
Robin Chark,6
Robin Cowan,3
Robin Cubitt,8
Robin Dillaway,1
Robin Ellen Stonecash,3
Robin G Schoettler,1
Robin Greenwood,15
Robin Harding,3
Robin Hau,1
Robin Hogarth,15
Robin I O'Malley,1
Robin J Marles,1
Robin Jacob,3
Robin L Lumsdaine,4
Robin Lee,1
Robin Linacre,2
Robin M Hogarth,151
Robin M Warren,1
Robin Mahon,1
Robin Mansell,3
Robin Mansell Avgerou,1
Robin Marris,3
Robin McKnight,10
Robin Middlehurst,1
Robin Miles-Mclean,1
Robin Naylor,80
Robin Nuttall,1
Robin P Cubitt,9
Robin Patrick Cubitt,1
Robin Pope,12
Robin S Lee,24
Robin S Turpin,2
Robin S. Lee,3
Robin Sickles,4
Robin Smale,1
Robin Stonecash,4
Robin Stuart Leslie Burgess,2
Robin W Boadway,2
Robin W Harrison,1
Robin Wells,5
Robin Zoutenbier,4
Robinson Kruse,2
Robson Morgan,1
Roby Rogers,1
Robyn Brode,1
Robyn Dawes,2
Robyn H Lee,1
Robyn Kibler,3
Robyn Meeks,1
Robyn Trainor,1
Roc Armenter,4
Rocco Macchiavello,3
Rocco Mosconi,1
Rochelle M Edge,2
Rochelle R CÃ´tÃ©,1
Rocio Madera,2
Rocio Titiunik,11
Rockli Kim,1
Rocky Mountain Elk,1
RocÃ­o SÃ¡nchez Mangas,2
RocÃ­o Titiunik,2
RocÄ±o Titiunik,6
Rod Duclos,2
Rod Falvey,10
Rod Garratt,3
Rod Hague,1
Rod L Bennett,1
Roderic Beaujot,1
Roderick Chisholm,1
Roderick Floud,1
Roderick MacFaul,1
Roderick McCrorie,2
Rodney A Hayward,1
Rodney Barker,1
Rodney D Fort,1
Rodney D Ludema,44
Rodney F Ganey,1
Rodney Fort,1
Rodney J Ketner,1
Rodney L Jacobs,1
Rodney Ludema,6
Rodney Stares,1
Rodney Thom,1
Rodolfo A Bulatao,5
Rodolfo Bulatao,1
Rodolfo E Manuelli,7
Rodolfo Helg,3
Rodolfo Hoffmann,1
Rodolfo Manuelli,2
Rodolfo Quintero RamÃ­rez,1
Rodoula H Tsiotsou,1
Rodrigo A Arriagada,5
Rodrigo A Velez,13
Rodrigo Adao,3
Rodrigo AdÃ£o,1
Rodrigo Canales,1
Rodrigo Carril,1
Rodrigo Gonzalez,1
Rodrigo Guerrero,1
Rodrigo Harrison,2
Rodrigo LN Motta,1
Rodrigo Martins,1
Rodrigo Medeiros,1
Rodrigo Moreno-Serra,6
Rodrigo Moro,2
Rodrigo O Valdes,1
Rodrigo O ValdÃ©s,1
Rodrigo Paillacar,2
Rodrigo Pinto,53
Rodrigo Priale,1
Rodrigo R Pinto,1
Rodrigo R Soares,39
Rodrigo R. Soares,1
Rodrigo Reis Soares,3
Rodrigo Ribeiro Antunes Pinto,2
Rodrigo Rostro Rivera,1
Rodrigo Soares,6
Rodrigo Suescun,2
Rodrigo Torres SÃ¡ez,1
Rodrigo Valdes,1
Rodrigo ValdÃ©s,2
Rodrigo Vergara,4
Rody Manuelli,1
Roee Teper,1
Roel,1
Roel Beetsma,83
Roel Beetsman,1
Roel C A Oomen,1
Roel Helgers,1
Roel MWJ Beetsma,92
Roel Mehlkopf,3
Roel Van Elk,1
Roel Wieringa,2
Roel van Driel,1
Rogena Miller,1
Roger A Marinchak,2
Roger A Sedjo,2
Roger Adams,1
Roger Aliaga Diaz,2
Roger Amos,1
Roger B Myerson,4
Roger Bate,7
Roger Betancourt,1
Roger Bohn,1
Roger C Altman,2
Roger C Kormendi,7
Roger C Schonfeld,2
Roger Claassen,2
Roger Clarke,2
Roger Coronini,2
Roger D Blair,5
Roger D Congleton,6
Roger D Lagunoff,6
Roger D Norton,1
Roger Dean Lagunoff,1
Roger Dreiling,1
Roger E Hamlin,6
Roger E Howe,1
Roger EA Farmer,100
Roger Edward Farmer,1
Roger F Malina,1
Roger Farmer,16
Roger Fouquet,1
Roger G Ibbotson,11
Roger G No,1
Roger G Noll,169
Roger Gordon,7
Roger Guesnerie,16
Roger GuimerÃ ,5
Roger H Gordon,26
Roger H Slade,2
Roger HL Chiang,1
Roger Hay,1
Roger Ibbotson,2
Roger JA Laeven,4
Roger JB Wets,1
Roger Jones,1
Roger K Pitman,1
Roger K Smith,1
Roger Kapoor,1
Roger Klein,6
Roger Koenker,133
Roger Kormendi,1
Roger Lagunoff,48
Roger Liddle,1
Roger Marinchak,1
Roger Myerson,3
Roger N Jones,3
Roger Noll,36
Roger P Hellens,1
Roger Parker,1
Roger Petersen,1
Roger Procter,1
Roger S Schofield,1
Roger Schofield,1
Roger Silverstone,4
Roger Smeets,1
Roger Smith,1
Roger Stiegert,1
Roger Street,1
Roger Sugden,1
Roger Tarling,1
Roger W Black,1
Roger W Bland,1
Roger W Cohen,3
Roger W Cooper,1
Roger W Koenker,8
Roger Warburton,2
Roger Ware,3
Roger Wilkins,2
Roger William Koenker,1
Roger von Haefen,1
Rogerio Lilenbaum,2
Rogerson Richard,1
Rogert Silverstone,1
Rogier Quaedvlieg,8
Rognvaldur Hannesson,2
Rogoff Kenneth,10
Rogoff Reinhart,1
Rohan Churm,1
Rohan Douglas,3
Rohan Ganduri,1
Rohan Samarajiva,1
Rohini Panda,1
Rohini Pande,93
Rohini Somanathan,17
Rohinton Medhora,2
Rohit Arora,1
Rohit Khare,1
Rohit Mathur,2
Rohit Nishant,1
Rohit Patel,1
Rohit Rahi,4
Rohit Ticku,1
Rohner Dominic,1
Roi Krakovski,1
Roksana Sylvi,3
Rol,314
Rolando GarcÃ­a,1
Rolando Herrero,9
Rolf AE Mueller,1
Rolf Aaberge,14
Rolf Alexander Teubner,4
Rolf Fare,2
Rolf FÃ¤re,7
Rolf Iten,1
Rolf J Langhammer,2
Rolf J LÃ¼ders,1
Rolf Jakobi,1
Rolf Loeber,1
Rolf LÃ¼ders,1
Rolf Minis,1
Rolf Mirus,9
Rolf R Strauch,4
Rolf Rainer Strauch,1
Rolf Ryham,1
Rolf Strauch,13
Rolf Sundberg,1
Rolf Van der Velden,1
Rolf van Dick,1
Rolf van der Velden,1
Rolf Ã… Larsson,1
Roll,1
Rolla Edward Park,1
Rolph Van Der Hoeven,1
Rolph van der Hoeven,1
Romain AEBERHARDT,1
Romain Aeberhardt,10
Romain De Nijs,2
Romain Doucet,2
Romain Duval,6
Romain Gauriot,1
Romain LACHAT,1
Romain Lachat,2
Romain Ligneul,1
Romain Ranciere,15
Romain RanciÃ¨re,4
Romain Wacziarg,17
Romain de Nijs,2
Roman A Novitsky,2
Roman A Zarate,4
Roman Bertenrath,3
Roman Cregg,1
Roman Frydman,4
Roman Horvath,1
Roman HorvÃ¡th,5
Roman Inderst,26
Roman J Dial,1
Roman Liesenfeld,52
Roman Lukyanenko,2
Roman M Kowalchuk,1
Roman M Sheremeta,2
Roman Novitski,1
Roman Slowinski,1
Roman Tesfaye,2
Roman Tilly,7
Romana Snozzi,2
Romel D Mackelprang,1
Romeo Gansey,2
Romeo M Bautista,1
Romero Rocha,1
Romesh Saigal,1
Romesh Vaitilingam,2
Romina Boarini,3
Romina Boccia,1
Romina Cavatassi,5
Romney Robinson,3
Romo Gonzalez,1
Romuald MÃ©ango,2
Romualdo A Roldan,1
Romuladus E Azuine,1
Ron Alquist,5
Ron Caneel,1
Ron Darziv,5
Ron Dekker,1
Ron Diris,7
Ron Gallant,3
Ron Glatter,1
Ron Goeree,1
Ron Goettler,2
Ron Harris,21
Ron Harstad,1
Ron Jarmin,35
Ron Johnson,1
Ron Kaniel,9
Ron Kasznik,2
Ron Lavi,1
Ron Lee,2
Ron Lesthaeghe,1
Ron Leung,6
Ron Loeppke,1
Ron Masulis Lewis,1
Ron McCAFFER,1
Ron McCaffer,1
Ron Mccaffer,1
Ron N Borkovsky,3
Ron Prevost,1
Ron Record,1
Ron S Dembo,2
Ron S Jarmin,33
Ron Shachar,5
Ron Siegel,2
Ron Smith,3
Ron Spriegel,2
Ron Suber,1
Ron Weber,1
Ron Z Goetzel,1
Ron Zimmer,5
Ron van Maurik,1
Ronald A Bewley,2
Ronald A Dye,3
Ronald B Davies,1
Ronald B Hammond,2
Ronald Bachmann,2
Ronald Bellstedt,1
Ronald Benabou,1
Ronald Bewley,2
Ronald Bosman,6
Ronald Britto,1
Ronald Brookmeyer,1
Ronald C Duncan,1
Ronald C Kessler,13
Ronald C Lee,1
Ronald C Petersen,1
Ronald C Tipton,1
Ronald Cooper,1
Ronald D Gelleny,1
Ronald D Kneebone,1
Ronald D Knutson,1
Ronald D Lee,74
Ronald D Sands,1
Ronald De Vlaming,1
Ronald Dekker,1
Ronald Demos Lee,27
Ronald Dworkin,1
Ronald E Goldsmith,1
Ronald E Miller,1
Ronald F Ferguson,5
Ronald Fadel,2
Ronald Findlay,11
Ronald Fischer,2
Ronald G Ehrenberg,6
Ronald G Levitan,1
Ronald H Coase,1
Ronald H Gray,1
Ronald H Hodge,2
Ronald Heijmans,2
Ronald Heiner,3
Ronald Hoffman,1
Ronald Huisman,7
Ronald I McKinnon,3
Ronald I Mckinnon,3
Ronald I Miller,3
Ronald J Baker II,2
Ronald J Ozminkowski,4
Ronald J Penoyer,1
Ronald JAP Peeters,3
Ronald Janse,2
Ronald Jarmin,1
Ronald Johnson,1
Ronald Jones,1
Ronald Kessler,1
Ronald Kneebone,1
Ronald L Plesser,1
Ronald LEE,1
Ronald LF Davis,1
Ronald Lee,151
Ronald M Harstad,12
Ronald MacDonald,4
Ronald Mahieu,1
Ronald Marketsmueller,1
Ronald McKinnon,1
Ronald McTavish,1
Ronald Mckinnon,1
Ronald Meck,1
Ronald Miller,1
Ronald Mulder,1
Ronald N Goldberg,1
Ronald NoÃ«,4
Ronald P Stolk,1
Ronald P Wolthoff,7
Ronald Parr,6
Ronald Pearce,1
Ronald Peeters,13
Ronald R Braeutigam,1
Ronald R Chance,2
Ronald R De Krijger,1
Ronald R King,1
Ronald R Rindfuss,10
Ronald R Yager,2
Ronald Rinaldo,1
Ronald S Burt,1
Ronald Schettkat,10
Ronald Soligo,1
Ronald Sverdlove,2
Ronald Tran Ba Huy,1
Ronald W Anderson,6
Ronald W Jones,6
Ronald W Wolff,1
Ronald W Wood,1
Ronald Winthrop Jones,1
Ronald Wolthoff,16
Ronald de Vlaming,2
Ronan C Lyons,1
Ronan Le Berre,1
Rondo Cameron,2
Ronel Elul,3
Ronen Israel,11
Rong Chen,1
Rong Ding,1
Rong Ge,2
Rong Hai,6
Rong Huang,3
Rong Kong,1
Rong LI,1
Rong Li,2
Rong MA,2
Rong Qian,2
Rong Ruey Duh,1
Rong Xu,1
Rong Zhang,2
Rong Zhou,1
Rong-Ping Guo,3
Rong-Ruey Duh,2
Rong-lu ZHANG,1
Rongan He,2
Rongguan Li,1
Ronghua Dai,1
Rongling Wu,2
Rongming Wang,1
Rongrong Chen,1
Rongzhu Ke,1
Rongâ€Qiang ZHANG,1
Roni Harnik,1
Roni Michaely,10
Roni Stern,1
Ronnelle King,1
Ronni Pavan,4
Ronnie Belmans,2
Ronnie Kyamureku Alinda,1
Ronnie SchÃ¶b,2
Ronnie Sircar,1
Ronny Razin,34
Ronulfo JimÃ©nez,1
Rony Chen,1
Rony Hamaui,1
Rony Shreberk-Hassidim,1
Roque B Fernandez,1
Roque FernÃ¡ndez,1
Rory McGee,2
Rory O'Connor,6
Rory Oâ€™Connor,2
Rory V O'Connor,6
Rory V OConnor,1
Rory V Oâ€™ Connor,2
Rory V Oâ€™Connor,15
Rory V Oâ€™connor,1
Rory V. O'Connor,1
Ros Black,2
Rosa Becker,1
Rosa CapÃ³,1
Rosa Duce,4
Rosa Ferrer,6
Rosa L Matzkin,6
Rosa Liliana Matzkin,2
Rosa M Lastra,2
Rosa M SÃ¡ez,1
Rosa Maria Lipsi,1
Rosa Matzkin,5
Rosa Mery MejÃ­a,1
Rosa Sanchis-Guarner,1
Rosa Urbanos,1
Rosalia Vazquezâ€Alvarez,1
Rosalie L Pacula,1
Rosalie Liccardo Pacula,3
Rosalin Wu,1
Rosalind Bennett,3
Rosalind Heather Whiting,1
Rosalind Hunter,1
Rosalind Hurworth,2
Rosalind L Bennett,1
Rosalind Levacic,2
Rosalind S Hunter,1
Rosalind T Helz,3
Rosalind Wiggins,10
Rosalinda Coppoletta,1
Rosalinda Madonna,1
Rosane Mendonca,2
Rosangela Bando,2
Rosanna P Watowicz,1
Rosanna Scutella,1
Rosanna W Peeling,4
Rosanne Altshuler,4
Rosaria Conte,1
Rosaria Vega Pansini,5
Rosaria Vega-Pansini,1
Rosario CrinÃ²,4
Rosario Kaneshiro,1
Rosario Vega Pansini,1
Rose B Jones,1
Rose Bosire,1
Rose E Kerber,1
Rose Guo,1
Rose H Goldman,1
Rose MC Kagawa,1
Rose Marie Ham,2
Rose McDermott,2
Rose-Anne Dana,1
Roseanna Ander,2
Roseline Remans,1
Rosemari Nagel,1
Rosemarie Chariklia Nagel,2
Rosemarie D Bastianen,2
Rosemarie Ham Ziedonis,3
Rosemarie Nagel,85
Rosemary Avery,5
Rosemary Chalk,1
Rosemary Davis,1
Rosemary Firth,1
Rosemary J Avery,1
Rosemary Pearce,1
Rosemary Thorp,3
Rosemary Walker,1
Rosen Valchev,2
Rosetta Dollman,1
Roshan R Kulkarni,1
Roshan Reporter,2
Roshan Weerasekera,1
Roshni Devi,1
Rositsa Poryazova,1
Roslyn Cook,1
Ross A Brown,3
Ross Anderson,2
Ross Askanazi,2
Ross Baldick,1
Ross Booth,20
Ross Brown,5
Ross D Milbourne,6
Ross Finnie,8
Ross Guest,1
Ross H McLeod,1
Ross Harrison,2
Ross L Watts,10
Ross Levine,31
Ross M Hoffman,2
Ross M Starr,3
Ross M Ungerleider,2
Ross Milbourne,1
Ross P Buckley,1
Rossana Merola,1
Rossella Argenziano,2
Rossen I Valkanov,5
Rossen Valkanov,21
Rossi Abi-Rafeh,1
Rossi PE,2
Rostislav Khrapko,1
Rou HU,1
Rouben Atoian,1
Roubini Nouriel,1
Roula Nezi,1
Roumeen Islam,8
Rovert J Barro,1
Rowena Crawford,15
Rowena Gray,3
Rowilma Balza,1
Roxana GutiÃ©rrez-Romero,1
Roxanne Korthals,4
Roxanne L Euben,2
Roxanne Struthers,1
Roy A Miller,1
Roy AR Thurik,2
Roy Allen,6
Roy Chen,10
Roy Clemons,1
Roy Culpeper,1
Roy D McDonald,1
Roy Darwin,1
Roy Dauvergne,1
Roy E Bailey,5
Roy Edgley,1
Roy Epstein,1
Roy F Baumeister,3
Roy F Harrod,2
Roy Gardner,28
Roy Green,2
Roy H Perlis,1
Roy Haines-Young,1
Roy J Epstein,5
Roy J Gardner,1
Roy Lowrance,1
Roy Mill,1
Roy Radner,13
Roy Rothwell,2
Roy S Lewis,1
Roy Sanchari,1
Roy Thurik,2
Roy Turner,2
Roy W Chen,1
Roz Anderson,1
Rozelles HuangJK,1
Rozenn Perrigot,4
Rozina Kassam,1
Roâ€™i Zultan,1
Ru Xie,4
Ru-Bo Wang,1
Ru-tai GAO,1
Ru-zhu ZHAO,1
Rua Miguel Lupi,1
Ruan Yuan,1
Ruben Atoyan,2
Ruben Castro,2
Ruben Cox,3
Ruben Durante,20
Ruben Enikolopov,40
Ruben G EcheverrÃ­a,1
Ruben Gaetani,1
Ruben Grajeda,1
Ruben Hernandez Murillo,1
Ruben Hernandez-Murillo,1
Ruben Irvin Rojas Valdes,6
Ruben Irvin Rojas-ValdÃ©s,1
Ruben Jacobo-Rubio,1
Ruben Lubowski,2
Ruben MuÃ±oz,1
Ruben N Lubowski,1
Ruben Sipos,1
Ruben Van Gaalen,1
Ruben Yeganyan,1
Rubin Saposnik,1
Ruby P Kishan,2
Ruby Pandey Kishan,1
Ruby Sanchez,1
RubÃ©n DarÃ­o Estrada,1
RubÃ©n Grajeda,4
RubÃ©n HernÃ¡ndez-Murillo,4
RubÃ©n M Laguens,1
RubÃ©n Segura-Cayuela,1
Rucha Makati,1
Ruchira Raina,1
Ruchit B Nagar,1
Rucker C Johnson,6
Rudi A Hakvoort,3
Rudi Bachmann,1
Rudi Bekkers,5
Rudi Dornbusch,5
Rudi Rocha,4
Rudi SchÃ¤fer,1
Rudi Stracke,11
Rudi Wielers,1
Rudiger Ahrend,1
Rudiger Dornbusch,42
Rudiger Dornbusch James M Poterba,2
Rudolf B Contant,1
Rudolf Berghammer,1
Rudolf Ebmer,1
Rudolf Hommes,1
Rudolf Kerschbamer,8
Rudolf Minsch,1
Rudolf Muller,2
Rudolf MÃ¼ller,10
Rudolf Tippelt,7
Rudolf Vetschera,1
Rudolf Winter-Ebmer,30
Rudolf Winter-Ember,2
Rudolf Winterâ€Ebmer,1
Rudolfs Bems,1
Rudolph S Lindbeck,1
Rudra Kumar Das Gupta,1
Rudy Douven,3
Rudy Loo-Kung,7
Ruedi Helfer,1
Ruediger Zarnekow,1
Ruey S Tsay,2
Ruey Tsay,2
Ruey Yau,1
Ruey-Ching Hwang,1
RufÃ­n Moreno RamÃ³n,1
Ruhi Saith,5
Ruhul Salim,1
Rui A Albuquerque,2
Rui Albuquerque,7
Rui Chen,5
Rui Costa,4
Rui Cui,1
Rui Fan,1
Rui GUO,1
Rui Gao,1
Rui Guo,4
Rui Hou,1
Rui JP de Figueiredo Jr,1
Rui Kan,3
Rui Kang,2
Rui Leite,1
Rui Li,1
Rui Liu,1
Rui M Castro,1
Rui M Reis,1
Rui Mesquita Cordeiro,1
Rui NAN,1
Rui Pedro Esteves,1
Rui Pedro Paiva,1
Rui Song,5
Rui Wang,1
Rui Yin,11
Rui Yu,1
Rui ZHAO,1
Rui Zhang,5
Rui Zhong,3
Rui Zhou,22
Rui-Ying Li,1
Rui-Yu Wang,1
Rui-mei Feng,1
Rui-shan WU,1
Ruichang Lu,2
Ruifeng Tian,1
Ruigang Yang Marc,1
Ruijiao Zhang,1
Ruikang K Wang,1
Ruimin He,2
Ruitong Wang,2
Ruixuan Liu,1
Ruixue Liu,1
Ruiyi Lin,1
Ruiying Li,1
Rukeme Ake-Uzoigwe,1
Rukmini Banerji,14
Ruldolph G Penner,1
Ruli Xiao,9
Rulon D Pope,21
Rulon Pope,2
Rumiko Shibata,1
Run Guo,1
Run Wu,1
Run-Bo Mei,1
Run-Yue Huang,1
Run-Ze Li,1
Run-pan ZHANG,1
Rundheersing Bheenick,2
Rune Aune,1
Rune Slagstad,1
Rune Stenbacka,2
Rune Tevasvold Aune,1
Rune Vejlin,2
Runjuan Liu,3
Runlong Tang,1
Runze Li,10
Ruobo Zhou,1
Ruochen Dai,2
Ruohua Annetta Zhou,1
Ruoming Li,1
Ruoran Gao,1
Ruowen Fu,1
Ruoxia Chen,1
Ruoxuan Xiong,1
Ruoyao Shi,2
Rupak Chatterjee,1
Rupal Kamdar,1
Rupert Freeman,12
Rupert Gatti,3
Rupert Harrison,7
Rupert Sausgruber,2
Rupinder P Jindal,1
Ruqu Wang,4
Rural Development Department. Research Unit,1
Rush Doshi,1
Rushabh Vyas,1
Rushva Parihar,1
Ruslan Kabalin,1
Russ Hall,3
Russ Wermers,18
Russel Cooper,1
Russel J Reiter,1
Russel W Cooper,1
Russell A Nixon,1
Russell A Poldrack,1
Russell Berman,1
Russell Carson,1
Russell Cooper,15
Russell Dalton,2
Russell E Smith,1
Russell E Triplett,1
Russell Golman,3
Russell Haque,2
Russell Hardin,1
Russell Hillberry,3
Russell Hoye,1
Russell J Dalton,4
Russell K Portenoy,1
Russell L Lamb,2
Russell Leigh Smyth,1
Russell Lundholm,1
Russell Roberts,1
Russell Ross,1
Russell S Sobel,4
Russell Smyth,455
Russell Smyth*,3
Russell Smythb,2
Russell W Cooper,6
Russell Weinstein,4
Rustam Ibragimov,2
Rustom M Irani,1
Rusty Tchernis,1
Rute Mendes,1
Rutger Daems,1
Ruth Bennett,1
Ruth Berg,1
Ruth Bloch,2
Ruth DuprÃ©,2
Ruth F Schulte,1
Ruth Feldman,1
Ruth Freedman,1
Ruth Gaare Bernheim,1
Ruth H Bloch,4
Ruth Hancock,1
Ruth Hill,2
Ruth Klinov,1
Ruth L Okediji,2
Ruth Lapworth,1
Ruth Levine,1
Ruth Mayne,1
Ruth McConigley,2
Ruth Meinzen-Dick,1
Ruth Miquel,1
Ruth Morgan,1
Ruth Morton,2
Ruth Potter,3
Ruth Vargas Hill,16
Ruth Walker,2
Ruthanne L Hanto,2
Ruthie Birger,1
Rutvica Andrijasevic,1
Ruud A De Mooij,2
Ruud A de Mooij,6
Ruud De Mooij,3
Ruud H Koning,4
Ruud RA de Mooij,3
Ruud de Mooij,3
Ruurd Kunnen,1
Ruut Veenhoven,2
Ruxanda Berlinschi,1
Ruxandra Dumitrescu,1
Ruâ€Yuan Zhou,1
Rv Freeman,2
Ry Chou,1
Ryall Michael D,1
Ryan A Decker,15
Ryan A Simmons,1
Ryan Brown,2
Ryan Bubb,1
Ryan C Maves,1
Ryan C McDevitt,2
Ryan Chahrour,9
Ryan Cooper,7
Ryan D Edwards,3
Ryan D Israelsen,1
Ryan Davies,1
Ryan Decker,18
Ryan Douglas Edwards,1
Ryan Dunn,1
Ryan Edwards,1
Ryan Fugger,1
Ryan G Webb,1
Ryan Gibbs,1
Ryan Goodstein,2
Ryan Greenaway-McGrevy,2
Ryan Hill,4
Ryan I Huffman,1
Ryan J Davies,5
Ryan J Tibshirani,2
Ryan J Wilson,3
Ryan Knight,4
Ryan Lampe,2
Ryan Leary,1
Ryan Lee,1
Ryan Liddle,1
Ryan M Goodstein,2
Ryan MacLean,1
Ryan Macdonald,1
Ryan McGiver,1
Ryan McKay,1
Ryan Michaels,1
Ryan Muldoon,1
Ryan N Glover,1
Ryan Oprea,3
Ryan P Hanley,1
Ryan Pfirrmann-Powell,1
Ryan Rafaty,2
Ryan Rogers,1
Ryan Sandler,5
Ryan Schneider,6
Ryan Sheely,1
Ryan Straight,1
Ryan Sullivan,7
Ryan T Ball,4
Ryan Treanor Paul M Clarke,1
Ryan W Carlson,2
Ryan Washburn,3
Ryan Webb,11
Ryan Wilson,2
Ryan Wiser,6
Ryo Anma,1
Ryo Ichimura,1
Ryo Ishida,1
Ryo Ogawa,1
Ryo Okui,6
Ryo Takahashi,1
Ryoichi Imai,1
Ryoji Kurata,1
Ryoko Sato,1
Ryon J Cobb,1
Ryosuke Yasaka,1
Ryota Iijima,22
Ryou Nishino,1
Ryuichi Tanaka,6
Ryuzo Sato,1
RÃ©da M Semlali,1
RÃ©gine Belhomme,1
RÃ©gis Barnichon,3
RÃ©gis Mahieu,1
RÃ©gis Monneau,3
RÃ©gis Renault,6
RÃ©jane Hugounenq,1
RÃ©ka HorvÃ¡th,2
RÃ©mi Piatek,6
RÃ©mi de Bettignies,3
RÃ©my Lecat,1
RÃ©my Slama,1
RÃ¶gnvaldur Hannesson,3
RÃ¼diger Bachmann,7
RÃ¼diger Dornbusch,2
RÃ¼diger Fahlenbrach,1
RÃ¼diger Soltwedel,2
RÃ¼diger WeiÃŸ,1
Râ€G Hou,1
S,2
S ,1
S  ren Thor Larsen,1
S Abraham Ravid,6
S Adam,4
S Adams,1
S Agapiou,1
S Agarwal,1
S Ahmed,1
S Ahn,1
S Ailawadhi,1
S Akselrod,1
S Al-Hassan,1
S Alan,3
S Alayou,1
S Alemayehu,1
S Alex Yang,1
S Anand,2
S Andersen,2
S Ansolabehere,2
S Anwar Jagessar,1
S Appleton,1
S Ardagna,1
S Arico,1
S Arora,3
S ArslantaÅŸ,1
S Aruoba,1
S Ates,1
S Athey,3
S Auffret,1
S Awaworyi Churchill,1
S AyllÃ³n,1
S Azimi,1
S Baillot,1
S Bakirci,1
S Balasubramanya,3
S Bandyopadhyay,1
S Bannerji,1
S Barbera,1
S Barrett,1
S Bartosh,1
S Basu,1
S BaumgÃ¤rtner,1
S Becker,2
S Bedin,1
S Bekker,1
S Bender,1
S Bennett Johnson,1
S Berkley,1
S Bernstein,1
S Bertoli,3
S Bestmann,2
S Bhuckory,1
S Bigio,1
S Black,1
S Bligh,1
S Blomqvist,1
S Bond,3
S Bonhomme,1
S Bonnefoy,1
S Boonyaritichaikij,1
S BoraGÌ„an Aruoba,1
S Boragan Aruoba,29
S BoragË‡an Aruoba,1
S BoraÄŸan Aruoba,31
S Botero,1
S Boucheron,3
S Bowler,1
